date_reported,data_type_name,location_id,mean,upper,lower,covid_measure_name
2020-02-06 00:00:00,observed,536,0,0,0,deaths
2020-02-07 00:00:00,observed,536,0,0,0,deaths
2020-02-08 00:00:00,observed,536,0,0,0,deaths
2020-02-09 00:00:00,observed,536,0,0,0,deaths
2020-02-10 00:00:00,observed,536,0,0,0,deaths
2020-02-11 00:00:00,observed,536,0,0,0,deaths
2020-02-12 00:00:00,observed,536,0,0,0,deaths
2020-02-13 00:00:00,observed,536,0,0,0,deaths
2020-02-14 00:00:00,observed,536,0,0,0,deaths
2020-02-15 00:00:00,observed,536,0,0,0,deaths
2020-02-16 00:00:00,observed,536,0,0,0,deaths
2020-02-17 00:00:00,observed,536,0,0,0,deaths
2020-02-18 00:00:00,observed,536,0,0,0,deaths
2020-02-19 00:00:00,observed,536,0,0,0,deaths
2020-02-20 00:00:00,observed,536,0,0,0,deaths
2020-02-21 00:00:00,observed,536,0,0,0,deaths
2020-02-22 00:00:00,observed,536,0,0,0,deaths
2020-02-23 00:00:00,observed,536,0,0,0,deaths
2020-02-24 00:00:00,observed,536,0,0,0,deaths
2020-02-25 00:00:00,observed,536,0,0,0,deaths
2020-02-26 00:00:00,observed,536,0,0,0,deaths
2020-02-27 00:00:00,observed,536,0,0,0,deaths
2020-02-28 00:00:00,observed,536,0,0,0,deaths
2020-02-29 00:00:00,observed,536,0,0,0,deaths
2020-03-01 00:00:00,observed,536,0,0,0,deaths
2020-03-02 00:00:00,observed,536,0,0,0,deaths
2020-03-03 00:00:00,observed,536,0,0,0,deaths
2020-03-04 00:00:00,observed,536,0,0,0,deaths
2020-03-05 00:00:00,observed,536,0,0,0,deaths
2020-03-06 00:00:00,observed,536,0,0,0,deaths
2020-03-07 00:00:00,observed,536,0,0,0,deaths
2020-03-08 00:00:00,observed,536,0,0,0,deaths
2020-03-09 00:00:00,observed,536,0,0,0,deaths
2020-03-10 00:00:00,observed,536,0,0,0,deaths
2020-03-11 00:00:00,observed,536,0,0,0,deaths
2020-03-12 00:00:00,observed,536,0,0,0,deaths
2020-03-13 00:00:00,observed,536,0,0,0,deaths
2020-03-14 00:00:00,observed,536,0,0,0,deaths
2020-03-15 00:00:00,observed,536,0,0,0,deaths
2020-03-16 00:00:00,observed,536,0,0,0,deaths
2020-03-17 00:00:00,observed,536,1,1,1,deaths
2020-03-18 00:00:00,observed,536,0,0,0,deaths
2020-03-19 00:00:00,observed,536,3,3,3,deaths
2020-03-20 00:00:00,observed,536,1,1,1,deaths
2020-03-21 00:00:00,observed,536,1,1,1,deaths
2020-03-22 00:00:00,observed,536,3,3,3,deaths
2020-03-23 00:00:00,observed,536,3,3,3,deaths
2020-03-24 00:00:00,observed,536,4,4,4,deaths
2020-03-25 00:00:00,observed,536,3,3,3,deaths
2020-03-26 00:00:00,observed,536,7,7,7,deaths
2020-03-27 00:00:00,observed,536,8,8,8,deaths
2020-03-28 00:00:00,observed,536,13,13,13,deaths
2020-03-29 00:00:00,observed,536,19,19,19,deaths
2020-03-30 00:00:00,observed,536,7,7,7,deaths
2020-03-31 00:00:00,observed,536,26,26,26,deaths
2020-02-06 00:00:00,observed,536,0,0,0,total_death
2020-02-07 00:00:00,observed,536,0,0,0,total_death
2020-02-08 00:00:00,observed,536,0,0,0,total_death
2020-02-09 00:00:00,observed,536,0,0,0,total_death
2020-02-10 00:00:00,observed,536,0,0,0,total_death
2020-02-11 00:00:00,observed,536,0,0,0,total_death
2020-02-12 00:00:00,observed,536,0,0,0,total_death
2020-02-13 00:00:00,observed,536,0,0,0,total_death
2020-02-14 00:00:00,observed,536,0,0,0,total_death
2020-02-15 00:00:00,observed,536,0,0,0,total_death
2020-02-16 00:00:00,observed,536,0,0,0,total_death
2020-02-17 00:00:00,observed,536,0,0,0,total_death
2020-02-18 00:00:00,observed,536,0,0,0,total_death
2020-02-19 00:00:00,observed,536,0,0,0,total_death
2020-02-20 00:00:00,observed,536,0,0,0,total_death
2020-02-21 00:00:00,observed,536,0,0,0,total_death
2020-02-22 00:00:00,observed,536,0,0,0,total_death
2020-02-23 00:00:00,observed,536,0,0,0,total_death
2020-02-24 00:00:00,observed,536,0,0,0,total_death
2020-02-25 00:00:00,observed,536,0,0,0,total_death
2020-02-26 00:00:00,observed,536,0,0,0,total_death
2020-02-27 00:00:00,observed,536,0,0,0,total_death
2020-02-28 00:00:00,observed,536,0,0,0,total_death
2020-02-29 00:00:00,observed,536,0,0,0,total_death
2020-03-01 00:00:00,observed,536,0,0,0,total_death
2020-03-02 00:00:00,observed,536,0,0,0,total_death
2020-03-03 00:00:00,observed,536,0,0,0,total_death
2020-03-04 00:00:00,observed,536,0,0,0,total_death
2020-03-05 00:00:00,observed,536,0,0,0,total_death
2020-03-06 00:00:00,observed,536,0,0,0,total_death
2020-03-07 00:00:00,observed,536,0,0,0,total_death
2020-03-08 00:00:00,observed,536,0,0,0,total_death
2020-03-09 00:00:00,observed,536,0,0,0,total_death
2020-03-10 00:00:00,observed,536,0,0,0,total_death
2020-03-11 00:00:00,observed,536,0,0,0,total_death
2020-03-12 00:00:00,observed,536,0,0,0,total_death
2020-03-13 00:00:00,observed,536,0,0,0,total_death
2020-03-14 00:00:00,observed,536,0,0,0,total_death
2020-03-15 00:00:00,observed,536,0,0,0,total_death
2020-03-16 00:00:00,observed,536,0,0,0,total_death
2020-03-17 00:00:00,observed,536,1,1,1,total_death
2020-03-18 00:00:00,observed,536,1,1,1,total_death
2020-03-19 00:00:00,observed,536,4,4,4,total_death
2020-03-20 00:00:00,observed,536,5,5,5,total_death
2020-03-21 00:00:00,observed,536,6,6,6,total_death
2020-03-22 00:00:00,observed,536,9,9,9,total_death
2020-03-23 00:00:00,observed,536,12,12,12,total_death
2020-03-24 00:00:00,observed,536,16,16,16,total_death
2020-03-25 00:00:00,observed,536,19,19,19,total_death
2020-03-26 00:00:00,observed,536,26,26,26,total_death
2020-03-27 00:00:00,observed,536,34,34,34,total_death
2020-03-28 00:00:00,observed,536,47,47,47,total_death
2020-03-29 00:00:00,observed,536,66,66,66,total_death
2020-03-30 00:00:00,observed,536,73,73,73,total_death
2020-03-31 00:00:00,observed,536,99,99,99,total_death
2020-02-06 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-07 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-08 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-09 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-10 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-11 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-12 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-13 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-14 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-15 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-16 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-17 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-18 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-19 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-20 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-21 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-22 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-23 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-24 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-25 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-26 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-27 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-28 00:00:00,projected,536,0,0,0,covid_all_bed
2020-02-29 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-01 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-02 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-03 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-04 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-05 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-06 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-07 00:00:00,projected,536,0,0,0,covid_all_bed
2020-03-08 00:00:00,projected,536,2,8,0,covid_all_bed
2020-03-09 00:00:00,projected,536,2,8,0,covid_all_bed
2020-03-10 00:00:00,projected,536,15,33,5,covid_all_bed
2020-03-11 00:00:00,projected,536,17,35,6,covid_all_bed
2020-03-12 00:00:00,projected,536,38,56,26,covid_all_bed
2020-03-13 00:00:00,projected,536,51,70,36,covid_all_bed
2020-03-14 00:00:00,projected,536,63,88,45,covid_all_bed
2020-03-15 00:00:00,projected,536,90,117,70,covid_all_bed
2020-03-16 00:00:00,projected,536,115,140,91,covid_all_bed
2020-03-17 00:00:00,projected,536,155,188,123,covid_all_bed
2020-03-18 00:00:00,projected,536,187,225,156,covid_all_bed
2020-03-19 00:00:00,projected,536,259,298,218,covid_all_bed
2020-03-20 00:00:00,projected,536,343,391,291,covid_all_bed
2020-03-21 00:00:00,projected,536,433,480,384,covid_all_bed
2020-03-22 00:00:00,projected,536,604,663,547,covid_all_bed
2020-03-23 00:00:00,projected,536,692,754,629,covid_all_bed
2020-03-24 00:00:00,projected,536,907,975,841,covid_all_bed
2020-03-25 00:00:00,projected,536,1114,1202,1038,covid_all_bed
2020-03-26 00:00:00,projected,536,1370,1499,1273,covid_all_bed
2020-03-27 00:00:00,projected,536,1647,1823,1509,covid_all_bed
2020-03-28 00:00:00,projected,536,1966,2215,1765,covid_all_bed
2020-03-29 00:00:00,projected,536,2325,2675,2050,covid_all_bed
2020-03-30 00:00:00,projected,536,2695,3186,2319,covid_all_bed
2020-03-31 00:00:00,projected,536,3138,3839,2644,covid_all_bed
2020-04-01 00:00:00,projected,536,3565,4516,2927,covid_all_bed
2020-04-02 00:00:00,projected,536,4038,5323,3234,covid_all_bed
2020-04-03 00:00:00,projected,536,4516,6226,3502,covid_all_bed
2020-04-04 00:00:00,projected,536,5003,7135,3771,covid_all_bed
2020-04-05 00:00:00,projected,536,5505,8342,4011,covid_all_bed
2020-04-06 00:00:00,projected,536,5968,9497,4184,covid_all_bed
2020-04-07 00:00:00,projected,536,6488,10740,4384,covid_all_bed
2020-04-08 00:00:00,projected,536,6927,12098,4465,covid_all_bed
2020-04-09 00:00:00,projected,536,7365,13518,4546,covid_all_bed
2020-04-10 00:00:00,projected,536,7766,15117,4576,covid_all_bed
2020-04-11 00:00:00,projected,536,8124,16753,4559,covid_all_bed
2020-04-12 00:00:00,projected,536,8438,18404,4483,covid_all_bed
2020-04-13 00:00:00,projected,536,8703,20054,4376,covid_all_bed
2020-04-14 00:00:00,projected,536,8917,21664,4225,covid_all_bed
2020-04-15 00:00:00,projected,536,9073,23331,4018,covid_all_bed
2020-04-16 00:00:00,projected,536,9180,25026,3803,covid_all_bed
2020-04-17 00:00:00,projected,536,9227,26778,3557,covid_all_bed
2020-04-18 00:00:00,projected,536,9215,28252,3276,covid_all_bed
2020-04-19 00:00:00,projected,536,9151,29783,2989,covid_all_bed
2020-04-20 00:00:00,projected,536,9036,30961,2686,covid_all_bed
2020-04-21 00:00:00,projected,536,8871,32171,2417,covid_all_bed
2020-04-22 00:00:00,projected,536,8664,32968,2142,covid_all_bed
2020-04-23 00:00:00,projected,536,8416,33415,1877,covid_all_bed
2020-04-24 00:00:00,projected,536,8132,34178,1629,covid_all_bed
2020-04-25 00:00:00,projected,536,7818,35001,1399,covid_all_bed
2020-04-26 00:00:00,projected,536,7479,35154,1178,covid_all_bed
2020-04-27 00:00:00,projected,536,7122,34982,983,covid_all_bed
2020-04-28 00:00:00,projected,536,6748,34583,812,covid_all_bed
2020-04-29 00:00:00,projected,536,6361,34058,661,covid_all_bed
2020-04-30 00:00:00,projected,536,5968,33319,527,covid_all_bed
2020-05-01 00:00:00,projected,536,5568,32266,414,covid_all_bed
2020-05-02 00:00:00,projected,536,5174,31276,317,covid_all_bed
2020-05-03 00:00:00,projected,536,4786,30196,241,covid_all_bed
2020-05-04 00:00:00,projected,536,4407,28829,181,covid_all_bed
2020-05-05 00:00:00,projected,536,4037,27825,135,covid_all_bed
2020-05-06 00:00:00,projected,536,3681,26272,95,covid_all_bed
2020-05-07 00:00:00,projected,536,3340,24827,66,covid_all_bed
2020-05-08 00:00:00,projected,536,3017,23114,47,covid_all_bed
2020-05-09 00:00:00,projected,536,2713,21204,32,covid_all_bed
2020-05-10 00:00:00,projected,536,2429,19444,20,covid_all_bed
2020-05-11 00:00:00,projected,536,2165,17637,11,covid_all_bed
2020-05-12 00:00:00,projected,536,1916,15934,7,covid_all_bed
2020-05-13 00:00:00,projected,536,1690,14405,3,covid_all_bed
2020-05-14 00:00:00,projected,536,1485,12950,0,covid_all_bed
2020-05-15 00:00:00,projected,536,1298,11437,0,covid_all_bed
2020-05-16 00:00:00,projected,536,1132,10163,0,covid_all_bed
2020-05-17 00:00:00,projected,536,981,8963,0,covid_all_bed
2020-05-18 00:00:00,projected,536,846,7752,0,covid_all_bed
2020-05-19 00:00:00,projected,536,726,6776,0,covid_all_bed
2020-05-20 00:00:00,projected,536,620,5943,0,covid_all_bed
2020-05-21 00:00:00,projected,536,528,5169,0,covid_all_bed
2020-05-22 00:00:00,projected,536,448,4419,0,covid_all_bed
2020-05-23 00:00:00,projected,536,378,3669,0,covid_all_bed
2020-05-24 00:00:00,projected,536,317,3059,0,covid_all_bed
2020-05-25 00:00:00,projected,536,264,2579,0,covid_all_bed
2020-05-26 00:00:00,projected,536,220,2141,0,covid_all_bed
2020-05-27 00:00:00,projected,536,183,1794,0,covid_all_bed
2020-05-28 00:00:00,projected,536,151,1491,0,covid_all_bed
2020-05-29 00:00:00,projected,536,124,1249,0,covid_all_bed
2020-05-30 00:00:00,projected,536,101,1008,0,covid_all_bed
2020-05-31 00:00:00,projected,536,82,806,0,covid_all_bed
2020-06-01 00:00:00,projected,536,67,641,0,covid_all_bed
2020-06-02 00:00:00,projected,536,54,503,0,covid_all_bed
2020-06-03 00:00:00,projected,536,43,393,0,covid_all_bed
2020-06-04 00:00:00,projected,536,35,284,0,covid_all_bed
2020-06-05 00:00:00,projected,536,27,219,0,covid_all_bed
2020-06-06 00:00:00,projected,536,21,175,0,covid_all_bed
2020-06-07 00:00:00,projected,536,17,141,0,covid_all_bed
2020-06-08 00:00:00,projected,536,13,106,0,covid_all_bed
2020-06-09 00:00:00,projected,536,10,77,0,covid_all_bed
2020-06-10 00:00:00,projected,536,8,58,0,covid_all_bed
2020-06-11 00:00:00,projected,536,6,42,0,covid_all_bed
2020-06-12 00:00:00,projected,536,5,28,0,covid_all_bed
2020-06-13 00:00:00,projected,536,4,18,0,covid_all_bed
2020-06-14 00:00:00,projected,536,3,12,0,covid_all_bed
2020-06-15 00:00:00,projected,536,2,8,0,covid_all_bed
2020-06-16 00:00:00,projected,536,2,3,0,covid_all_bed
2020-06-17 00:00:00,projected,536,1,0,0,covid_all_bed
2020-06-18 00:00:00,projected,536,1,0,0,covid_all_bed
2020-06-19 00:00:00,projected,536,1,0,0,covid_all_bed
2020-06-20 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-21 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-22 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-23 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-24 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-25 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-26 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-27 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-28 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-29 00:00:00,projected,536,0,0,0,covid_all_bed
2020-06-30 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-01 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-02 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-03 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-04 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-05 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-06 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-07 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-08 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-09 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-10 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-11 00:00:00,projected,536,0,0,0,covid_all_bed
2020-07-12 00:00:00,projected,536,0,0,0,covid_all_bed
