county,confirmed_cases,total_tested,negative,deaths,lat,lon,date
Massac,0,0,0,0,0.0,0.0,2020-03-29
Menard,1,0,0,0,0.0,0.0,2020-03-29
Mercer,0,0,0,0,0.0,0.0,2020-03-29
Monroe,3,0,0,0,0.0,0.0,2020-03-29
Montgomery,1,0,0,0,0.0,0.0,2020-03-29
Morgan,3,0,0,0,0.0,0.0,2020-03-29
Moultrie,0,0,0,0,0.0,0.0,2020-03-29
Ogle,0,0,0,0,0.0,0.0,2020-03-29
Peoria,8,0,0,0,0.0,0.0,2020-03-29
Perry,0,0,0,0,0.0,0.0,2020-03-29
Piatt,0,0,0,0,0.0,0.0,2020-03-29
Pike,0,0,0,0,0.0,0.0,2020-03-29
Pope,0,0,0,0,0.0,0.0,2020-03-29
Pulaski,0,0,0,0,0.0,0.0,2020-03-29
Putnam,0,0,0,0,0.0,0.0,2020-03-29
Randolph,0,0,0,0,0.0,0.0,2020-03-29
Richland,0,0,0,0,0.0,0.0,2020-03-29
Rock Island,5,0,0,0,0.0,0.0,2020-03-29
St. Clair,31,0,0,1,38.4008,-89.9253,2020-03-29
Saline,0,0,0,0,0.0,0.0,2020-03-29
Sangamon,9,0,0,1,39.7337,-89.6252,2020-03-29
Schuyler,0,0,0,0,0.0,0.0,2020-03-29
Scott,0,0,0,0,0.0,0.0,2020-03-29
Shelby,0,0,0,0,0.0,0.0,2020-03-29
Stark,0,0,0,0,0.0,0.0,2020-03-29
Stephenson,3,0,0,0,0.0,0.0,2020-03-29
Tazewell,4,0,0,0,0.0,0.0,2020-03-29
Union,0,0,0,0,0.0,0.0,2020-03-29
Vermilion,0,0,0,0,0.0,0.0,2020-03-29
Wabash,0,0,0,0,0.0,0.0,2020-03-29
Warren,0,0,0,0,0.0,0.0,2020-03-29
Washington,1,0,0,0,0.0,0.0,2020-03-29
Wayne,0,0,0,0,0.0,0.0,2020-03-29
White,0,0,0,0,0.0,0.0,2020-03-29
Whiteside,3,0,0,0,0.0,0.0,2020-03-29
Will,182,0,0,4,41.5055,-88.0901,2020-03-29
Williamson,1,0,0,0,0.0,0.0,2020-03-29
Winnebago,12,0,0,0,0.0,0.0,2020-03-29
Woodford,3,0,0,0,0.0,0.0,2020-03-29
