county,confirmed_cases,total_tested,negative,deaths,lat,lon,date
Moultrie,1,0,0,0,0.0,0.0,2020-04-06
Ogle,7,0,0,0,0.0,0.0,2020-04-06
Peoria,12,0,0,1,40.7156,-89.7755,2020-04-06
Perry,0,0,0,0,0.0,0.0,2020-04-06
Piatt,3,0,0,0,0.0,0.0,2020-04-06
Pike,1,0,0,0,0.0,0.0,2020-04-06
Pope,0,0,0,0,0.0,0.0,2020-04-06
Pulaski,0,0,0,0,0.0,0.0,2020-04-06
Putnam,0,0,0,0,0.0,0.0,2020-04-06
Randolph,27,0,0,0,0.0,0.0,2020-04-06
Richland,0,0,0,0,0.0,0.0,2020-04-06
Rock Island,47,0,0,0,0.0,0.0,2020-04-06
St. Clair,92,0,0,2,38.4008,-89.9253,2020-04-06
Saline,1,0,0,0,0.0,0.0,2020-04-06
Sangamon,31,0,0,2,39.7337,-89.6252,2020-04-06
Schuyler,0,0,0,0,0.0,0.0,2020-04-06
Scott,0,0,0,0,0.0,0.0,2020-04-06
Shelby,0,0,0,0,0.0,0.0,2020-04-06
Stark,0,0,0,0,0.0,0.0,2020-04-06
Stephenson,5,0,0,0,0.0,0.0,2020-04-06
Tazewell,14,0,0,0,0.0,0.0,2020-04-06
Unassigned,72,0,0,1,39.839888,-89.510168,2020-04-06
Union,0,0,0,0,0.0,0.0,2020-04-06
Vermilion,5,0,0,0,0.0,0.0,2020-04-06
Wabash,1,0,0,0,0.0,0.0,2020-04-06
Warren,0,0,0,0,0.0,0.0,2020-04-06
Washington,2,0,0,0,0.0,0.0,2020-04-06
Wayne,0,0,0,0,0.0,0.0,2020-04-06
White,0,0,0,0,0.0,0.0,2020-04-06
Whiteside,18,0,0,1,41.7606,-89.8505,2020-04-06
Will,697,0,0,19,41.5055,-88.0901,2020-04-06
Williamson,3,0,0,0,0.0,0.0,2020-04-06
Winnebago,49,0,0,1,42.3121,-89.1706,2020-04-06
Woodford,6,0,0,0,0.0,0.0,2020-04-06
