county,confirmed_cases,total_tested,negative,deaths,lat,lon,date
Moultrie,0,0,0,0,0.0,0.0,2020-04-01
Ogle,1,0,0,0,0.0,0.0,2020-04-01
Peoria,10,0,0,0,0.0,0.0,2020-04-01
Perry,0,0,0,0,0.0,0.0,2020-04-01
Piatt,0,0,0,0,0.0,0.0,2020-04-01
Pike,0,0,0,0,0.0,0.0,2020-04-01
Pope,0,0,0,0,0.0,0.0,2020-04-01
Pulaski,0,0,0,0,0.0,0.0,2020-04-01
Putnam,0,0,0,0,0.0,0.0,2020-04-01
Randolph,7,0,0,0,0.0,0.0,2020-04-01
Richland,0,0,0,0,0.0,0.0,2020-04-01
Rock Island,17,0,0,0,0.0,0.0,2020-04-01
St. Clair,53,0,0,2,38.4008,-89.9253,2020-04-01
Saline,1,0,0,0,0.0,0.0,2020-04-01
Sangamon,17,0,0,2,39.7337,-89.6252,2020-04-01
Schuyler,0,0,0,0,0.0,0.0,2020-04-01
Scott,0,0,0,0,0.0,0.0,2020-04-01
Shelby,0,0,0,0,0.0,0.0,2020-04-01
Stark,0,0,0,0,0.0,0.0,2020-04-01
Stephenson,3,0,0,0,0.0,0.0,2020-04-01
Tazewell,4,0,0,0,0.0,0.0,2020-04-01
Union,0,0,0,0,0.0,0.0,2020-04-01
Vermilion,1,0,0,0,0.0,0.0,2020-04-01
Wabash,0,0,0,0,0.0,0.0,2020-04-01
Warren,0,0,0,0,0.0,0.0,2020-04-01
Washington,1,0,0,0,0.0,0.0,2020-04-01
Wayne,0,0,0,0,0.0,0.0,2020-04-01
White,0,0,0,0,0.0,0.0,2020-04-01
Whiteside,5,0,0,0,0.0,0.0,2020-04-01
Will,322,0,0,9,41.5055,-88.0901,2020-04-01
Williamson,1,0,0,0,0.0,0.0,2020-04-01
Winnebago,18,0,0,1,42.3121,-89.1706,2020-04-01
Woodford,3,0,0,0,0.0,0.0,2020-04-01
