county,confirmed_cases,total_tested,negative,deaths,lat,lon,date
Livingston,10,0,0,0,0.0,0.0,2020-04-07
Logan,2,0,0,0,0.0,0.0,2020-04-07
McDonough,0,0,0,0,0.0,0.0,2020-04-07
McHenry,156,0,0,4,42.304,-88.4016,2020-04-07
McLean,57,0,0,2,40.5478,-88.8647,2020-04-07
Macon,12,0,0,0,0.0,0.0,2020-04-07
Macoupin,8,0,0,0,0.0,0.0,2020-04-07
Madison,63,0,0,1,38.9041,89.9253,2020-04-07
Marion,3,0,0,0,0.0,0.0,2020-04-07
Marshall,1,0,0,0,0.0,0.0,2020-04-07
Mason,3,0,0,0,0.0,0.0,2020-04-07
Massac,2,0,0,0,0.0,0.0,2020-04-07
Menard,2,0,0,0,0.0,0.0,2020-04-07
Mercer,2,0,0,0,0.0,0.0,2020-04-07
Monroe,12,0,0,1,38.2743,-90.187,2020-04-07
Montgomery,3,0,0,1,39.2364,-89.4742,2020-04-07
Morgan,8,0,0,1,39.7341,-90.2245,2020-04-07
Moultrie,2,0,0,0,0.0,0.0,2020-04-07
Ogle,10,0,0,0,0.0,0.0,2020-04-07
Peoria,13,0,0,1,40.7156,-89.7755,2020-04-07
Perry,0,0,0,0,0.0,0.0,2020-04-07
Piatt,4,0,0,0,0.0,0.0,2020-04-07
Pike,1,0,0,0,0.0,0.0,2020-04-07
Pope,0,0,0,0,0.0,0.0,2020-04-07
Pulaski,0,0,0,0,0.0,0.0,2020-04-07
Putnam,0,0,0,0,0.0,0.0,2020-04-07
Randolph,29,0,0,0,0.0,0.0,2020-04-07
Richland,1,0,0,0,0.0,0.0,2020-04-07
Rock Island,54,0,0,0,0.0,0.0,2020-04-07
St. Clair,109,0,0,2,38.4008,-89.9253,2020-04-07
Saline,2,0,0,0,0.0,0.0,2020-04-07
Sangamon,32,0,0,2,39.7337,-89.6252,2020-04-07
Schuyler,0,0,0,0,0.0,0.0,2020-04-07
Scott,0,0,0,0,0.0,0.0,2020-04-07
Shelby,2,0,0,0,0.0,0.0,2020-04-07
Stark,0,0,0,0,0.0,0.0,2020-04-07
Stephenson,6,0,0,0,0.0,0.0,2020-04-07
Tazewell,15,0,0,1,40.5522,-89.4742,2020-04-07
Unassigned,65,0,0,1,39.839888,-89.510168,2020-04-07
Union,0,0,0,0,0.0,0.0,2020-04-07
Vermilion,5,0,0,0,0.0,0.0,2020-04-07
Wabash,1,0,0,0,0.0,0.0,2020-04-07
Warren,0,0,0,0,0.0,0.0,2020-04-07
Washington,2,0,0,0,0.0,0.0,2020-04-07
Wayne,0,0,0,0,0.0,0.0,2020-04-07
White,0,0,0,0,0.0,0.0,2020-04-07
Whiteside,21,0,0,1,41.7606,-89.8505,2020-04-07
Will,840,0,0,30,41.5055,-88.0901,2020-04-07
Williamson,8,0,0,0,0.0,0.0,2020-04-07
Winnebago,59,0,0,3,42.3121,-89.1706,2020-04-07
Woodford,7,0,0,0,0.0,0.0,2020-04-07
