county,confirmed_cases,total_tested,negative,deaths,lat,lon,date
Pike,1,0,0,0,0.0,0.0,2020-04-04
Pope,0,0,0,0,0.0,0.0,2020-04-04
Pulaski,0,0,0,0,0.0,0.0,2020-04-04
Putnam,0,0,0,0,0.0,0.0,2020-04-04
Randolph,20,0,0,0,0.0,0.0,2020-04-04
Richland,0,0,0,0,0.0,0.0,2020-04-04
Rock Island,29,0,0,0,0.0,0.0,2020-04-04
St. Clair,80,0,0,2,38.4008,-89.9253,2020-04-04
Saline,1,0,0,0,0.0,0.0,2020-04-04
Sangamon,25,0,0,2,39.7337,-89.6252,2020-04-04
Schuyler,0,0,0,0,0.0,0.0,2020-04-04
Scott,0,0,0,0,0.0,0.0,2020-04-04
Shelby,0,0,0,0,0.0,0.0,2020-04-04
Stark,0,0,0,0,0.0,0.0,2020-04-04
Stephenson,3,0,0,0,0.0,0.0,2020-04-04
Tazewell,10,0,0,0,0.0,0.0,2020-04-04
Unassigned,61,0,0,1,39.839888,-89.510168,2020-04-04
Union,0,0,0,0,0.0,0.0,2020-04-04
Vermilion,5,0,0,0,0.0,0.0,2020-04-04
Wabash,0,0,0,0,0.0,0.0,2020-04-04
Warren,0,0,0,0,0.0,0.0,2020-04-04
Washington,1,0,0,0,0.0,0.0,2020-04-04
Wayne,0,0,0,0,0.0,0.0,2020-04-04
White,0,0,0,0,0.0,0.0,2020-04-04
Whiteside,15,0,0,1,41.7606,-89.8505,2020-04-04
Will,582,0,0,11,41.5055,-88.0901,2020-04-04
Williamson,3,0,0,0,0.0,0.0,2020-04-04
Winnebago,36,0,0,1,42.3121,-89.1706,2020-04-04
Woodford,6,0,0,0,0.0,0.0,2020-04-04
