county,confirmed_cases,total_tested,negative,deaths,lat,lon,date
Johnson,0,0,0,0,0.0,0.0,2020-04-03
Kane,176,0,0,9,41.9879,-88.4016,2020-04-03
Kankakee,58,0,0,2,41.1791,-87.7763,2020-04-03
Kendall,37,0,0,2,41.5507,-88.4404,2020-04-03
Knox,1,0,0,0,0.0,0.0,2020-04-03
Lake,608,0,0,13,42.3689,-87.8272,2020-04-03
LaSalle,6,0,0,1,41.4364,-88.9414,2020-04-03
Lawrence,0,0,0,0,0.0,0.0,2020-04-03
Lee,0,0,0,0,0.0,0.0,2020-04-03
Livingston,6,0,0,0,0.0,0.0,2020-04-03
Logan,1,0,0,0,0.0,0.0,2020-04-03
McDonough,0,0,0,0,0.0,0.0,2020-04-03
McHenry,102,0,0,3,42.304,-88.4016,2020-04-03
McLean,35,0,0,2,40.5478,-88.8647,2020-04-03
Macon,2,0,0,0,0.0,0.0,2020-04-03
Macoupin,1,0,0,0,0.0,0.0,2020-04-03
Madison,31,0,0,0,0.0,0.0,2020-04-03
Marion,3,0,0,0,0.0,0.0,2020-04-03
Marshall,1,0,0,0,0.0,0.0,2020-04-03
Mason,0,0,0,0,0.0,0.0,2020-04-03
Massac,1,0,0,0,0.0,0.0,2020-04-03
Menard,1,0,0,0,0.0,0.0,2020-04-03
Mercer,1,0,0,0,0.0,0.0,2020-04-03
Monroe,8,0,0,0,0.0,0.0,2020-04-03
Montgomery,2,0,0,0,0.0,0.0,2020-04-03
Morgan,5,0,0,1,39.7341,-90.2245,2020-04-03
Moultrie,1,0,0,0,0.0,0.0,2020-04-03
Ogle,1,0,0,0,0.0,0.0,2020-04-03
Peoria,11,0,0,0,0.0,0.0,2020-04-03
Perry,0,0,0,0,0.0,0.0,2020-04-03
Piatt,1,0,0,0,0.0,0.0,2020-04-03
Pike,0,0,0,0,0.0,0.0,2020-04-03
Pope,0,0,0,0,0.0,0.0,2020-04-03
Pulaski,0,0,0,0,0.0,0.0,2020-04-03
Putnam,0,0,0,0,0.0,0.0,2020-04-03
Randolph,12,0,0,0,0.0,0.0,2020-04-03
Richland,0,0,0,0,0.0,0.0,2020-04-03
Rock Island,24,0,0,0,0.0,0.0,2020-04-03
St. Clair,57,0,0,2,38.4008,-89.9253,2020-04-03
Saline,1,0,0,0,0.0,0.0,2020-04-03
Sangamon,20,0,0,2,39.7337,-89.6252,2020-04-03
Schuyler,0,0,0,0,0.0,0.0,2020-04-03
Scott,0,0,0,0,0.0,0.0,2020-04-03
Shelby,0,0,0,0,0.0,0.0,2020-04-03
Stark,0,0,0,0,0.0,0.0,2020-04-03
Stephenson,3,0,0,0,0.0,0.0,2020-04-03
Tazewell,7,0,0,0,0.0,0.0,2020-04-03
Union,0,0,0,0,0.0,0.0,2020-04-03
Vermilion,2,0,0,0,0.0,0.0,2020-04-03
Wabash,0,0,0,0,0.0,0.0,2020-04-03
Warren,0,0,0,0,0.0,0.0,2020-04-03
Washington,1,0,0,0,0.0,0.0,2020-04-03
Wayne,0,0,0,0,0.0,0.0,2020-04-03
White,0,0,0,0,0.0,0.0,2020-04-03
Whiteside,9,0,0,1,41.7606,-89.8505,2020-04-03
Will,455,0,0,10,41.5055,-88.0901,2020-04-03
Williamson,2,0,0,0,0.0,0.0,2020-04-03
Winnebago,28,0,0,1,42.3121,-89.1706,2020-04-03
Woodford,4,0,0,0,0.0,0.0,2020-04-03
