county,confirmed_cases,total_tested,negative,deaths,lat,lon,date
LaSalle,5,0,0,1,41.4364,-88.9414,2020-03-30
Lawrence,0,0,0,0,0.0,0.0,2020-03-30
Lee,0,0,0,0,0.0,0.0,2020-03-30
Livingston,2,0,0,0,0.0,0.0,2020-03-30
Logan,0,0,0,0,0.0,0.0,2020-03-30
McDonough,0,0,0,0,0.0,0.0,2020-03-30
McHenry,52,0,0,2,42.304,-88.4016,2020-03-30
McLean,17,0,0,1,40.5478,-88.8647,2020-03-30
Macon,2,0,0,0,0.0,0.0,2020-03-30
Macoupin,0,0,0,0,0.0,0.0,2020-03-30
Madison,13,0,0,0,0.0,0.0,2020-03-30
Marion,2,0,0,0,0.0,0.0,2020-03-30
Marshall,1,0,0,0,0.0,0.0,2020-03-30
Mason,0,0,0,0,0.0,0.0,2020-03-30
Massac,0,0,0,0,0.0,0.0,2020-03-30
Menard,1,0,0,0,0.0,0.0,2020-03-30
Mercer,0,0,0,0,0.0,0.0,2020-03-30
Monroe,3,0,0,0,0.0,0.0,2020-03-30
Montgomery,1,0,0,0,0.0,0.0,2020-03-30
Morgan,4,0,0,0,0.0,0.0,2020-03-30
Moultrie,0,0,0,0,0.0,0.0,2020-03-30
Ogle,0,0,0,0,0.0,0.0,2020-03-30
Peoria,8,0,0,0,0.0,0.0,2020-03-30
Perry,0,0,0,0,0.0,0.0,2020-03-30
Piatt,0,0,0,0,0.0,0.0,2020-03-30
Pike,0,0,0,0,0.0,0.0,2020-03-30
Pope,0,0,0,0,0.0,0.0,2020-03-30
Pulaski,0,0,0,0,0.0,0.0,2020-03-30
Putnam,0,0,0,0,0.0,0.0,2020-03-30
Randolph,2,0,0,0,0.0,0.0,2020-03-30
Richland,0,0,0,0,0.0,0.0,2020-03-30
Rock Island,8,0,0,0,0.0,0.0,2020-03-30
St. Clair,36,0,0,1,38.4008,-89.9253,2020-03-30
Saline,1,0,0,0,0.0,0.0,2020-03-30
Sangamon,12,0,0,1,39.7337,-89.6252,2020-03-30
Schuyler,0,0,0,0,0.0,0.0,2020-03-30
Scott,0,0,0,0,0.0,0.0,2020-03-30
Shelby,0,0,0,0,0.0,0.0,2020-03-30
Stark,0,0,0,0,0.0,0.0,2020-03-30
Stephenson,3,0,0,0,0.0,0.0,2020-03-30
Tazewell,4,0,0,0,0.0,0.0,2020-03-30
Union,0,0,0,0,0.0,0.0,2020-03-30
Vermilion,0,0,0,0,0.0,0.0,2020-03-30
Wabash,0,0,0,0,0.0,0.0,2020-03-30
Warren,0,0,0,0,0.0,0.0,2020-03-30
Washington,1,0,0,0,0.0,0.0,2020-03-30
Wayne,0,0,0,0,0.0,0.0,2020-03-30
White,0,0,0,0,0.0,0.0,2020-03-30
Whiteside,4,0,0,0,0.0,0.0,2020-03-30
Will,224,0,0,6,41.5055,-88.0901,2020-03-30
Williamson,1,0,0,0,0.0,0.0,2020-03-30
Winnebago,13,0,0,0,0.0,0.0,2020-03-30
Woodford,3,0,0,0,0.0,0.0,2020-03-30
